Key;Item Type;Publication Year;Author;Title;CitationCount;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;File Attachments;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
9LLJF28B;journalArticle;2024;"Wang, Zejun; Liu, Kaibo; Li, Ge; Jin, Zhi";HITS: High-coverage LLM-based unit test generation via method slicing;;International Conference on Automated Software Engineering;;;10.48550/arxiv.2408.11324;;"Large language models (LLMs) have behaved well in generating unit tests for Java projects. However, the performance for covering the complex focal methods within the projects is poor. Complex methods comprise many conditions and loops, requiring the test cases to be various enough to cover all lines and branches. However, existing test generation methods with LLMs provide the whole method-to-test to the LLM without assistance on input analysis. The LLM has difficulty inferring the test inputs to cover all conditions, resulting in missing lines and branches. To tackle the problem, we propose decomposing the focal methods into slices and asking the LLM to generate test cases slice by slice. Our method simplifies the analysis scope, making it easier for the LLM to cover more lines and branches in each slice. We build a dataset comprising complex focal methods collected from the projects used by existing state-of-the-art approaches. Our experiment results show that our method significantly outperforms current test case generation methods with LLMs and the typical SBST method Evosuite regarding both line and branch coverage scores.CCS CONCEPTS• Software and its engineering ? Software testing and debugging; • Computing methodologies ? Natural language processing.";2024;30.04.2025 13:51;05.05.2025 12:10;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\LZNVM7XP\Wang et al. - 2024 - HITS High-coverage LLM-based unit test generation via method slicing.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.4. Integration Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I6DL9G4C;journalArticle;2024;Kähkönen, Samu;Improving software development workflows using generative AI;0;;;;;https://aaltodoc.aalto.fi/items/26cf8b65-5f4e-4a24-938f-2597bd51ebc7;;2024;30.04.2025 11:58;05.05.2025 12:10;30.04.2025 11:58;;;;;;;;;;;;;;;;;;;Google Scholar;;;;C:\Users\DK00747\Zotero\storage\FEFHAMNY\Kähkönen - 2024 - Improving software development workflows using gen.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.1.2. Code Repair / Refactoring; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.5. Self-improving Prompts";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I3DXZVXX;journalArticle;2023;Gay, Gregory;Improving the readability of generated tests using GPT-4 and ChatGPT code interpreter;;International Symposium on Search Based Software Engineering;;;10.1007/978-3-031-48796-5_11;;;2023;30.04.2025 13:51;05.05.2025 12:11;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.8. Test Quality Analysis; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZQ828H6L;journalArticle;2024;"Santos, Shexmo; Fernandes, Raiane Eunice S.; dos Santos, Marcos Cesar Barbosa; Soares, Michel S.; Rocha, F?bio Gomes; Marczak, Sabrina";Increasing test coverage by automating BDD tests in proofs of concepts (pocs) using LLM;;Brazilian Symposium on Software Quality;;;10.1145/3701625.3701637;;;2024;30.04.2025 13:51;05.05.2025 12:11;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\N5K4622Y\Santos et al. - 2024 - Increasing test coverage by automating BDD tests in proofs of concepts (pocs) using LLM.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.2. Test Optimization; 3.1.8. Test Quality Analysis; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDD4WQSP;journalArticle;2024;"Yoon, Juyeon; Feldt, R.; Yoo, Shin";Intent-driven mobile GUI testing with autonomous large language model agents;;International Conference on Information Control Systems & Technologies;;;10.1109/icst60714.2024.00020;;GUI testing checks if a software system behaves as expected when users interact with its graphical interface, e.g., testing specific functionality or validating relevant use case scenarios. Currently, deciding what to test at this high level is a manual task since automated GUI testing tools target lower level adequacy metrics such as structural code coverage or activity coverage. We propose DroidAgent, an autonomous GUI testing agent for Android, for semantic, intent-driven automation of GUI testing. It is based on Large Language Models and support mechanisms such as long- and short-term memory. Given an Android app, DroidAgent sets relevant task goals and subsequently tries to achieve them by interacting with the app. Our empirical evaluation of DroidAgent using 15 apps from the Themis benchmark shows that it can set up and perform realistic tasks, with a higher level of autonomy. For example, when testing a messaging app, DroidAgent created a second account and added a first account as a friend, testing a realistic use case, without human intervention. On average, DroidAgent achieved 61;2024;30.04.2025 13:51;05.05.2025 12:11;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.3. Test Classification; 3.1.5. Test Prioritization; 3.1.8. Test Quality Analysis; 3.3. Functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.4. Visual / GUI-based Prompting";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CJG9YKEG;journalArticle;2023;"Jabbar, Emad; Hemmati, Hadi; Feldt, R.";Investigating execution trace embedding for test case prioritization;;International Conference on Software Quality, Reliability and Security;;;10.1109/qrs60937.2023.00036;;Most automated software testing tasks, such as test case generation, selection, and prioritization, can benefit from an abstract representation of test cases. Although test case representation usually is not explicitly discussed in software literature, but traditionally test cases are mostly represented based on what they cover in source code (e.g., which statements or branches), which is in fact an abstract representation. In this paper, we hypothesize that execution traces of test cases, as representations of their behaviour, can be leveraged to better encode test cases compared to code-based coverage information, for automated testing tasks. To validate this hypothesis, we propose an embedding approach, Test2Vec, based on an state-of-the-art neural program embedding (CodeBert), where the encoder maps test execution traces, i.e. sequences of method calls with their inputs and return values, to fixed-length, numerical vectors. We evaluate this representation in automated test case prioritization (TP) task. Our TP method is a classifier trained on the passing and failing vectors of historical test cases, in regression testing. We compare our embedding with multiple baselines and related work including CodeBert itself. The empirical study is based on 250 real faults and 703,353 seeded faults (mutants) over 250 revisions of 10 open-source Java projects from Defects4J, with a total of over 1,407,206 execution traces. Results show that our approach improves all alternatives, significantly, with respect to studied metrics. We also show that both inputs and outputs of a method are important elements of the execution-based embedding.;2023;30.04.2025 13:51;05.05.2025 12:11;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\BFLL9TJ2\Jabbar et al. - 2023 - Investigating execution trace embedding for test case prioritization.pdf;;"2. ML; 2.2. Deep Learning; 2.2.1. CNN / RNN / LSTM; 3. Software Testing; 3.1. Test Automation; 3.1.5. Test Prioritization";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUVEHHQ5;journalArticle;2024;"Le, Tri; Tran, Thien; Cao, Duy; Le, Vy; Nguyen, Tien; Nguyen, Vu";KAT: Dependency-aware automated API testing with large language models;;International Conference on Information Control Systems & Technologies;;;10.1109/icst60714.2024.00017;;API testing has increasing demands for software companies. Prior API testing tools were aware of certain types of dependencies that needed to be concise between operations and parameters. However, their approaches, which are mostly done manually or using heuristic-based algorithms, have limitations due to the complexity of these dependencies. In this paper, we present KAT (Katalon API Testing), a novel AI -driven approach that leverages the large language model GPT in conjunction with advanced prompting techniques to autonomously generate test cases to validate RESTful APIs. Our comprehensive strategy encompasses various processes to construct an operation depen-dency graph from an OpenAPI specification and to generate test scripts, constraint validation scripts, test cases, and test data. Our evaluation of KAT using 12 real-world RESTful services shows that it can improve test coverage, detect more undocumented status codes, and reduce false positives in these services in comparison with a state-of-the-art automated test generation tool. These results indicate the effectiveness of using the large language model for generating test scripts and data for API testing.;2024;30.04.2025 13:51;05.05.2025 12:11;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\QYWUTNZB\Le et al. - 2024 - KAT Dependency-aware automated API testing with large language models.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML); 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7AKAHNH5;journalArticle;2023;"Hou, Xinyi; Zhao, Yanjie; Liu, Yue; Zhou, Yang; Wang, Kailong; Li, Li; Luo, Xiapu; Lo, David; Grundy, John; Wang, Haoyu";Large language models for software engineering: a systematic literature review;;ACM Transactions on Software Engineering and Methodology;;;10.48550/arxiv.2308.10620;;Large Language Models (LLMs) have significantly impacted numerous domains, including Software Engineering (SE). Many recent publications have explored LLMs applied to various SE tasks. Nevertheless, a comprehensive understanding of the application, effects, and possible limitations of LLMs on SE is still in its early stages. To bridge this gap, we conducted a systematic literature review on LLM4SE, with a particular focus on understanding how LLMs can be exploited to optimize processes and outcomes. We collect and analyze 229 research papers from 2017 to 2023 to answer four key research questions (RQs). In RQ1, we categorize different LLMs that have been employed in SE tasks, characterizing their distinctive features and uses. In RQ2, we analyze the methods used in data collection, preprocessing, and application highlighting the role of well-curated datasets for successful LLM for SE implementation. RQ3 investigates the strategies employed to optimize and evaluate the performance of LLMs in SE. Finally, RQ4 examines the specific SE tasks where LLMs have shown success to date, illustrating their practical contributions to the field. From the answers to these RQs, we discuss the current state-of-the-art and trends, identifying gaps in existing research, and flagging promising areas for future study.;2023;30.04.2025 13:51;05.05.2025 12:11;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: 4386081573 tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\XJPGRN48\Hou et al. - 2023 - Large language models for software engineering a systematic literature review.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.2. Test Data Generation; 3.2.2. Test Documentation; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.1.4. Source Code Analysis; 4.2. Development Process Automation; 4.2.2. Debugging Support; 4.2.4. Low-code / No-code Development; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C9BYRTGN;conferencePaper;2024;"Görmez, Muhammet Kür?at; Y?lmaz, Murat; Clarke, Paul M.";Large Language Models for Software Engineering: A Systematic Mapping Study;3;European Conference on Software Process Improvement;;;;https://link.springer.com/chapter/10.1007/978-3-031-71139-8_5;;2024;30.04.2025 12:00;05.05.2025 12:11;30.04.2025 12:00;64–79;;;;;;Large Language Models for Software Engineering;;;;;Springer;;;;;;;Google Scholar;;;;;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 1.3. Fine-tuned / Instruction-tuned; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A683E4YG;journalArticle;2025;"Far, Seyed Mohammad Taghavi; Feyzi, Farid";Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics;;;;;10.1007/s10207-025-00992-7;;;2025;30.04.2025 13:51;05.05.2025 12:11;;;;;;;Int. J. Inf. Sec.;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8F6N2VSV;journalArticle;2025;Bektas, Ali;Large Language Models in Software Engineering: A Critical Review of Evaluation Strategies;0;;;;;https://www.inf.fu-berlin.de/inst/ag-se/theses/Bektas25-LLM-evaluation-strategies.pdf;;2025;30.04.2025 11:57;05.05.2025 12:35;30.04.2025 11:57;;;;;;;Large Language Models in Software Engineering;;;;;;;;;;;;Google Scholar;;;;C:\Users\DK00747\Zotero\storage\3KS2CIX6\Bektas - Large Language Models in Software Engineering A C.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 1.3. Fine-tuned / Instruction-tuned; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MUVUHTYW;journalArticle;2024;"Crandall, Johannah L.; Crandall, Aaron S.";Large language model-supported software testing with the CS matrix taxonomy;0;"Journal of Computing Sciences in Colleges (JCSC; Formerly: Journal of Computing in Small Colleges)";;;10.5555/3715602.3715612;;;2024;30.04.2025 13:51;05.05.2025 12:11;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEJXQR6U;conferencePaper;2023;"Nie, Pengyu; Banerjee, Rahul; Li, Junyi Jessy; Mooney, Raymond J.; Gligoric, Milos";Learning Deep Semantics for Test Completion;;2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE);978-1-6654-5701-9;;10.1109/ICSE48619.2023.00178;https://ieeexplore.ieee.org/document/10172620/;;2023-05;02.05.2025 11:54;05.05.2025 12:11;02.05.2025 11:54;2111-2123;;;;;;;;;;;IEEE;Melbourne, Australia;;https://doi.org/10.15223/policy-029;;;;DOI.org (Crossref);;;;C:\Users\DK00747\Zotero\storage\DR5JIXYJ\Nie et al. - 2023 - Learning Deep Semantics for Test Completion.pdf;;"2. ML; 2.2. Deep Learning; 3. Software Testing; 3.1. Test Automation; 3.1.8. Test Quality Analysis; 3.2. Test Data Generation; 3.2.1. Test Oracle";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE);;;;;;;;;;;;;;;
ERHD8LK6;journalArticle;2023;"Kim, Myeongsoo; Stennett, Tyler; Shah, Dhruv; Sinha, Saurabh; Orso, A.";Leveraging large language models to improve REST API testing;;2024 IEEE/ACM 46th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER);;;10.1145/3639476.3639769;;The widespread adoption of REST APIs, coupled with their growing complexity and size, has led to the need for automated REST API testing tools. Current tools focus on the structured data in REST API specifications but often neglect valuable insights available in unstructured natural-language descriptions in the specifications, which leads to suboptimal test coverage. Recently, to address this gap, researchers have developed techniques that extract rules from these human-readable descriptions and query knowledge bases to derive meaningful input values. However, these techniques are limited in the types of rules they can extract and prone to produce inaccurate results. This paper presents RESTGPT, an innovative approach that leverages the power and intrinsic context-awareness of Large Language Models (LLMs) to improve REST API testing. RESTGPT takes as input an API specification, extracts machine-interpretable rules, and generates example parameter values from natural-language descriptions in the specification. It then augments the original specification with these rules and values. Our evaluations indicate that RESTGPT outperforms existing techniques in both rule extraction and value generation. Given these promising results, we outline future research directions for advancing REST API testing through LLMs.;2023;30.04.2025 13:51;05.05.2025 12:12;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\CQJ3QAYW\Kim et al. - 2023 - Leveraging large language models to improve REST API testing.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75H88SDE;journalArticle;2024;"Yin, Hang; Mohammed, Hamza; Boyapati, Sai";Leveraging pre-trained large language models (llms) for on-premises comprehensive automated test case generation: An empirical study;;2024 9th International Conference on Intelligent Informatics and Biomedical Sciences (ICIIBMS);;;10.1109/iciibms62405.2024.10792720;;The rapidly evolving field of Artificial Intelligence (AI)-assisted software testing has predominantly focused on automated test code generation, with limited research exploring the realm of automated test case generation from user stories requirements. This paper presents a comprehensive empirical study on harnessing pre-trained Large Language Models (LLMs) for generating concrete test cases from natural language requirements given in user stories. We investigate the efficacy of various prompting and alignment techniques, including prompt chaining, few-shot instructions, and agency-based approaches, to facilitate secure on-premises deployment. By integrating our learnings with an on-premises model setup, wherein we deploy a RoPE scaled 4-bit quantized LLaMA 3 70B Instruct model, optionally augmented with LoRA adapters trained on QA datasets, we demonstrate that this approach yields more accurate and consistent test cases despite video random-access memory (VRAM) constraints, thereby maintaining the security benefits of an on-premises deployment.;2024;30.04.2025 13:51;05.05.2025 12:12;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\5P52GHGZ\Yin et al. - 2024 - Leveraging pre-trained large language models (llms) for on-premises comprehensive automated test cas.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.3. Fine-tuned / Instruction-tuned; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XYXV6PIG;journalArticle;2023;"Yu, Shengcheng; Fang, Chunrong; Ling, Yucheng; Wu, Chentian; Chen, Zhenyu";LLM for test script generation and migration: Challenges, capabilities, and opportunities;;International Conference on Software Quality, Reliability and Security;;;10.1109/qrs60937.2023.00029;;This paper investigates the application of large language models (LLM) in the domain of mobile application test script generation. Test script generation is a vital component of software testing, enabling efficient and reliable automation of repetitive test tasks. However, existing generation approaches often encounter limitations, such as difficulties in accurately capturing and reproducing test scripts across diverse devices, platforms, and applications. These challenges arise due to differences in screen sizes, input modalities, platform behaviors, API inconsistencies, and application architectures. Overcoming these limitations is crucial for achieving robust and comprehensive test automation.By leveraging the capabilities of LLMs, we aim to address these challenges and explore its potential as a versatile tool for test automation. We investigate how well LLMs can adapt to diverse devices and systems while accurately capturing and generating test scripts. Additionally, we evaluate its cross-platform generation capabilities by assessing its ability to handle operating system variations and platform-specific behaviors. Furthermore, we explore the application of LLMs in cross-app migration, where it generates test scripts across different applications and software environments based on existing scripts.Throughout the investigation, we analyze its adaptability to various user interfaces, app architectures, and interaction patterns, ensuring accurate script generation and compatibility. The findings of this research contribute to the understanding of LLMs’ capabilities in test automation. Ultimately, this research aims to enhance software testing practices, empowering app developers to achieve higher levels of software quality and development efficiency.;2023;30.04.2025 13:51;05.05.2025 12:12;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\E3TB4AAQ\Yu et al. - 2023 - LLM for test script generation and migration Challenges, capabilities, and opportunities.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.4. Test Repair; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML); 3.3. Functional Testing; 3.5. Robustness / Non-functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.3. Instructional / Role prompting";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FCC66653;journalArticle;2025;"Rincon, André Mesquita; Vincenzi, A.; Faria, Jo?o Pascoal";LLM prompt engineering for automated white-box integration test generation in REST apis;;International Conference on Software Testing, Verification and Validation Workshops;;;10.1109/icstw64639.2025.10962507;;This study explores prompt engineering for automated white-box integration testing of RESTful APIs using Large Language Models (LLMs). Four versions of prompts were designed and tested across three OpenAI models (GPT-3.5 Turbo, GPT-4 Turbo, and GPT-4o) to assess their impact on code coverage, token consumption, execution time, and financial cost. The results indicate that different prompt versions, especially with more advanced models, achieved up to 90;2025;30.04.2025 13:51;05.05.2025 12:12;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.4. Integration Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YNXWCR9X;journalArticle;2024;"Xue, Zhiyi; Li, Liangguo; Tian, Senyue; Chen, Xiaohong; Li, Pingping; Chen, Liangyu; Jiang, Tingting; Zhang, Min";LLM4Fin: Fully automating LLM-powered test case generation for FinTech software acceptance testing;;International Symposium on Software Testing and Analysis;;;10.1145/3650212.3680388;;;2024;30.04.2025 13:51;05.05.2025 12:12;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\CTPZK432\Xue et al. - 2024 - LLM4Fin Fully automating LLM-powered test case generation for FinTech software acceptance testing.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 1.3. Fine-tuned / Instruction-tuned; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.3. Functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5BWHIJI;journalArticle;2024;"Paduraru, C.; Staicu, A.; Stefanescu, Alin";LLM-based methods for the creation of unit tests in game development;;International Conference on Knowledge-Based Intelligent Information & Engineering Systems;;;10.1016/j.procs.2024.09.473;;;2024;30.04.2025 13:51;05.05.2025 12:12;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\ABZWYUJW\Paduraru et al. - 2024 - LLM-based methods for the creation of unit tests in game development.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.3. Fine-tuned / Instruction-tuned; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.3. Functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7ZC6CDFN;journalArticle;2024;"He, Junda; Treude, Christoph; Lo, David";LLM-based multi-agent systems for software engineering: Literature review, vision and the road ahead;;ACM Transactions on Software Engineering and Methodology;;;10.1145/3712003;;Integrating Large Language Models (LLMs) into autonomous agents marks a significant shift in the research landscape by offering cognitive abilities that are competitive with human planning and reasoning. This paper explores the transformative potential of integrating Large Language Models into Multi-Agent (LMA) systems for addressing complex challenges in software engineering (SE). By leveraging the collaborative and specialized abilities of multiple agents, LMA systems enable autonomous problem-solving, improve robustness, and provide scalable solutions for managing the complexity of real-world software projects. In this paper, we conduct a systematic review of recent primary studies to map the current landscape of LMA applications across various stages of the software development lifecycle (SDLC). To illustrate current capabilities and limitations, we perform two case studies to demonstrate the effectiveness of state-of-the-art LMA frameworks. Additionally, we identify critical research gaps and propose a comprehensive research agenda focused on enhancing individual agent capabilities and optimizing agent synergy. Our work outlines a forward-looking vision for developing fully autonomous, scalable, and trustworthy LMA systems, laying the foundation for the evolution of Software Engineering 2.0.;2024;30.04.2025 13:51;05.05.2025 12:12;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\L7FBYD83\He et al. - 2024 - LLM-based multi-agent systems for software engineering Literature review, vision and the road ahead.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.1.5. Requirement Classification; 4.1.6. Requirement Generation; 4.2. Development Process Automation; 4.2.2. Debugging Support; 4.2.4. Low-code / No-code Development; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTQNP6W6;conferencePaper;2024;"Ouedraogo, Wendkuuni C.; Kabore, Kader; Tian, Haoye; Song, Yewei; Koyuncu, Anil; Klein, Jacques; Lo, David; Bissyande, Tegawende F.";Llms and prompting for unit test generation: A large-scale evaluation;4;Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering;;;;https://dl.acm.org/doi/abs/10.1145/3691620.3695330;;2024;30.04.2025 11:53;05.05.2025 12:12;30.04.2025 11:53;2464–2465;;;;;;Llms and prompting for unit test generation;;;;;;;;;;;;Google Scholar;;;;C:\Users\DK00747\Zotero\storage\K93SCEG2\Ouedraogo et al. - 2024 - Llms and prompting for unit test generation A lar.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R6KYK9PQ;journalArticle;2024;"Boukhlif, Mohamed; Kharmoum, Nassim; Kharmoum, N.; Hanine, Mohamed";LLMs for intelligent software testing: a comparative study;;Proceedings of the 7th International Conference on Networking, Intelligent Systems and Security;;;10.1145/3659677.3659749;;;2024;30.04.2025 13:51;05.05.2025 12:12;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\UQWFXUR2\Boukhlif et al. - 2024 - LLMs for intelligent software testing a comparative study.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 1.3. Fine-tuned / Instruction-tuned; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.3. Functional Testing; 3.5. Robustness / Non-functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
